date,headline,desc
2022-04-19 02:00:00,"As the war moves east, Russia and Ukraine still facing off in Kherson ","In strategically key southern region, militaries are dug in and civilians are caught in the middle."
2022-04-18 12:27:00,"Russia, Ukraine air dueling videos of detainees seeking prisoner swap",The videos raised questions about the treatment of detainees and prisoners of war nearly two months into the conflict. 
2022-04-18 02:00:00,"Russian Orthodox leader backs war in Ukraine, divides faith",Patriarch Kirill has angered many in echoing the language Vladimir Putin uses to justify the Ukraine invasion.
2022-04-18 01:00:00,"Russia’s eastern offensive has begun, Ukraine says, as strikes rock Lviv","Moscow has for weeks been amassing troops and supplies in preparation for its renewed assault on the Donbas region, which became the Kremlin’s primary focus after its forces failed to capture Kyiv during the first phase of the invasion. "
2022-04-17 08:30:00,"What is genocide, and is Russia carrying it out in Ukraine?",Biden has accused Russia of committing genocide in Ukraine. World leaders and genocide experts are divided over the merits of using the term.
2022-04-17 07:01:00,"Pope calls for peace in Ukraine on ‘Easter of war,’ warns of nuclear threat","The pope has so far avoided naming Russia as the aggressor in the war, or calling what is happening in Ukraine an invasion."
2022-04-17 04:00:00,Displaced artists in Lviv create antiwar work to tell the story of Ukraine,Ukrainians feel a need to show Russians and the rest of the world what is going on here.
2022-04-17 02:00:00,How war in Ukraine turned Sri Lanka’s economic crisis into a calamity,Sri Lanka was already struggling with its worst economic downturn in decades. Now the conflict in Ukraine has sent food and fuel prices soaring. 
2022-04-16 07:16:00,Britain’s Boris Johnson banned from Russia over support for Ukraine,"“This step was taken as a response to London’s unbridled information and political campaign aimed at isolating Russia internationally,” Russia’s foreign ministry said."
2022-04-16 04:22:00,Ukraine wants U.S. to name Russia a state sponsor of terrorism. What does that mean?,"Being placed on the State Department's list would exacerbate Russia's economic woes, but some critics say it would complicate ending the war in Ukraine."
2022-04-15 15:42:00,‘Neptune’ missile strike shows strength of Ukraine’s homegrown weapons,"Ukrainian and U.S. officials said the Neptune anti-ship missiles, developed by a company in Kyiv, had been used to strike and sink the Russian war vessel Moskva."
2022-04-15 10:00:00,Clearing the deadly litter of unexploded Russian bombs in Ukraine,The munitions could leave a legacy of fear and destruction long after the war ends.
2022-04-15 04:18:00,"Ukraine sells 700,000 stamps celebrating defiance to sunken Russian flagship Moskva ",Ukrainians also celebrated Russian battlefield setbacks by making memes and an NFT of the recaptured oligarch Viktor Medvedchuk. 
2022-04-15 00:00:00,Analysis | The war in Ukraine unsettles countries all around the world,"For nearby countries, the war is a crisis of security and politics. But countries much further afield have been impacted, too."
2022-04-14 12:17:00,"Ukraine seizes 55 homes, 26 cars and yacht from Putin ally Medvedchuk","Among the long list of property seized from Viktor Medvedchuk and his family: 30 plots of land, 23 houses, 32 apartments, 26 cars and one yacht."
2022-04-14 05:10:00,How 50 days of Russia’s war in Ukraine changed the world ,"The Kremlin’s invasion sparked a refugee crisis, forced nations to rethink neutrality and threatens the global economy."
2022-04-14 05:10:00,Russia says flagship missile cruiser has sunk after explosion off coast of Ukraine,"Ukraine said it fired a missile at the ship, causing it to sink. "
2022-04-14 00:00:00,Analysis | The big role that small countries are playing in supplying Ukraine,"Small European countries like Slovakia and Estonia are pushing for more military support to Russia, even as bigger countries like France and Germany hesitate."
2022-04-13 14:05:00,Surrendered Brit fighting with Ukraine appears to emerge in Russian broadcast,An apparent interview with Aiden Aslin aired on a popular Russian talk show Thursday.
2022-04-13 12:27:00,Ominous rhetoric gains ground in Russia as its forces founder in Ukraine ,The sharp shift appears deliberate and coordinated in a nation where detailed Kremlin orders on messaging are handed down regularly to state media.
2022-04-13 00:00:00,Analysis | The echoes of Syria grow louder in Ukraine,"As the war drags on, the parallels deepen."
2022-04-12 11:02:00,Putin says peace talks with Ukraine are at an ‘impasse’,The Russian leader made the remarks after a meeting with Belarusian President Alexander Lukashenko in Russia’s far-eastern Amur region.
2022-04-12 04:54:00,Russian journalist who protested Ukraine war on TV hired by German outlet,Marina Ovsyannikova has joined Germany's Die Welt a month after she interrupted a live Russian state TV broadcast to protest the war in Ukraine.
2022-04-12 02:00:00,War impels many in Ukraine to abandon Russian language and culture,"As Putin promotes ""Russian world,"" a growing number of bilingual Ukrainians say they want nothing to do with Russian."
2022-04-12 01:26:00,"Russia-Ukraine updates: As Putin insists war will continue, Biden describes invasion as ‘genocide’",Putin conferred with Belarusian President Alexander Lukashenko as the United States and its allies sought to verify unconfirmed reports of a Russian chemical attack in Mariupol.
2022-04-11 04:40:00,John Lennon’s son Julian sings ‘Imagine’ for first time in support of Ukraine,The musician’s cover was in support of Global Citizen’s #StandUpForUkraine fundraising effort.
2022-04-11 01:01:00,Russian convoy heads toward eastern Ukraine as new Mariupol death toll emerges,"The regional governor of Kharkiv said the town of Izyum “remains the hottest spot” of the war, as Russia moves more equipment and troops into place, in preparation for what Zelensky described as “even larger operations in the east of our state.” "
2022-04-10 22:43:00,Reporters answer your questions from Ukraine: ‘Never seen anything like it’,"Post reporters Joyce Koh, Max Bearak and Louisa Loveluck — who have all been reporting on the ground in Bucha, Ukraine — will answer your questions on Tuesday at 1 p.m. Eastern time. "
2022-04-10 12:56:00,What to know about Russia’s new top commander in Ukraine,"“No appointment of any general can erase the fact that Russia has already faced a strategic failure in Ukraine,” Jake Sullivan, the White House national security adviser, said Sunday morning. "
2022-04-10 10:26:00,Hundreds of tiny shoes: Protest spotlights child death toll in Ukraine’s Mariupol,There were small shiny black boots. Cozy slippers. The 210 pairs represented the reported number of children who died in Russia's war for Mariupol.
2022-04-09 13:07:00,Inside the covert network sending arms and drones to Ukraine forces ,The defense of Ukraine has mobilized citizens from every sector of life.
2022-04-09 11:37:00,Message on missile at Ukraine train station is part of a long history,The words sent a chilling message. But they are not the first to be written on bombs or missiles used in war.
2022-04-09 10:54:00,What weapons to send to Ukraine? How debate shifted from helmets to tanks.,What NATO countries supply now will shape the war.
2022-04-09 09:54:00,"What is the Wagner Group, the Russian mercenary outfit in Ukraine?","The United States estimates the Wagner Group has about 50,000 fighters in Ukraine. "
2022-04-09 09:50:00,"Photos: From New York to Tokyo, Ukraine war protests continue","Ukraine's president has called for global protests in solidarity with his country, and demonstrators have taken to the streets in many nations to protest the Russian invasion."
2022-04-08 14:51:00,Nine ways Russia botched its invasion of Ukraine,The ineptitude displayed by the Russian military in its initial attempt to overrun Ukraine has astounded military professionals. 
2022-04-08 06:14:00,Train station strike in eastern Ukraine takes brutal toll on civilians,Witnesses described scenes of horror and chaos at the main train station in Kramatorsk.
2022-04-08 06:00:00,Foreigners ready to join Ukraine’s fight must pass tougher muster,"More than 20,000 people from more than 50 countries have signed on to help battle Russian forces."
2022-04-07 19:45:00,"Ukraine’s wheat harvest, which feeds the world, can’t leave the country","With ports closed because of the war, vast amounts of wheat can’t reach nations that rely on it."
2022-04-07 12:48:00,She visited Ukraine to reconnect with her dad. Now she’s deploying aid.,Zhanna Galeyeva had planned to visit Ukraine for only a few weeks in December to see her estranged father. Now she’s coordinating aid efforts in Chernivtsi.
2022-04-07 12:00:00,"In eastern Ukraine, Russian military razing towns to take them over",‘Scorched earth’ tactics seem deliberate as Russian forces try to consolidate control of the Donbas region.
2022-04-07 12:00:00,"A Zelensky impersonator escapes Ukraine — helped by fake Putin, Kim Jong Un ",Ukraine's president said Russia was trying to kill him. His professional impersonator Umid Isabaev planned his escape to Poland.
2022-04-07 07:01:00,"Ukraine presses NATO for immediate aid: ‘Weapons, weapons, weapons’",Its top diplomat said more arms are needed to prevent further Russian atrocities.
2022-04-07 05:12:00,Germany intercepts Russian talk of indiscriminate killings in Ukraine,"The findings from Germany’s BND intelligence agency further undermine Russia’s denials of any involvement in atrocities in Ukraine, including in Bucha."
